text,intent,source_type
Experience with HR analytics tools preferred. Interview via video call possible. Apply on our website. Flexible schedule options. Vacancy: Training & Development Manager in Cox's Bazar. Thanks!,medium_intent,tweet
Please include pricing tiers. Cloud or SaaS preferred over on-premise. Must handle large employee datasets efficiently. Interested vendors can schedule demo calls. Evaluating payroll automation tools for employee engagement analysis.,high_intent,tweet
Submit resumes online. Experience in payroll and HR compliance preferred. Salary discussed on offer. Team collaboration emphasized. Looking for qualified Talent Acquisition Specialist.,medium_intent,tweet
Exploring HR automation tools to optimize employee onboarding. Need a secure cloud solution. Implementation roadmap should include training. Vendor references preferred from similar companies. Analytics dashboard is required.,high_intent,tweet
Prioritizing workplace culture improves HR outcomes. Recognition improves morale. Mentorship programs increase productivity. Analytics helps track performance. Continuous learning is encouraged.,low_intent,indeed
Looking for AI-driven HR optimization tools for employee engagement analysis processes. Reference clients preferred. Implementation timeline: 3 months. Easy integration with existing platforms. Must provide automation and analytics.,high_intent,glassdoor
Mentorship improves skills. Investing in skills development leads to better employee experience. Training and analytics support decision making. Recognition programs motivate teams. Structured onboarding helps retention.,low_intent,glassdoor
Cloud or SaaS preferred over on-premise. Interested vendors can schedule demo calls. Evaluating HR analytics systems for talent acquisition. Please include pricing tiers. Must handle large employee datasets efficiently.,high_intent,linkedin_post
Evaluating HR automation tools for payroll processing. Must handle large employee datasets efficiently. Interested vendors can schedule demo calls. Please include pricing tiers. Cloud or SaaS preferred over on-premise.,high_intent,indeed
Submit resume online. Must manage employee engagement programs. Interview includes assessment tasks. We are hiring Recruitment Manager. Competitive salary offered.,medium_intent,indeed
Candidate must be able to work independently. Apply online through the company website. Interviews will cover technical and situational questions. Hiring Software Engineer with expertise in Rangpur region. Competitive pay and benefits provided. Send your portfolio.,no_intent,linkedin_post
Apply online immediately. Candidate should handle employee engagement. Interview includes scenario-based questions. Work from office preferred. We need HR Manager for Cox's Bazar.,medium_intent,glassdoor
Pilot program before full deployment. Vendor support and SLA expected. Seeking HR automation tools with best practices for HR compliance automation. Integration with ERP is a must. Need automated reporting features.,high_intent,tweet
