company_size,industry,tech_stack_keywords,page_visits,intent_signal,historical_conversion_rate,converted
2962,Tech,"AWS, SQL, React",76,0.8,0.82,1
3227,Retail,"Java, Python, Kotlin",22,0.46,0.18,0
1099,Retail,"React, AWS",27,0.73,0.54,1
2325,Retail,"React, Python",85,0.02,0.24,1
940,Finance,NodeJS,79,0.07,0.51,1
3717,Tech,"Java, Kotlin, React",57,0.18,0.58,1
3415,Education,"SQL, Kotlin",82,0.11,0.17,1
1449,Retail,NodeJS,10,0.19,0.58,0
571,Tech,"Python, NodeJS, SQL",22,0.69,0.45,1
2905,Health,React,44,0.05,0.52,1
2506,Finance,"Python, Java",84,0.04,0.9,1
918,Tech,React,83,0.03,0.48,1
1875,Tech,Kotlin,28,0.7,0.48,1
4929,Education,"React, NodeJS",50,0.54,0.47,1
1679,Tech,"React, Java",51,0.37,0.62,1
616,Education,"SQL, AWS",1,0.68,0.37,0
4502,Finance,NodeJS,34,0.55,0.8,1
1750,Finance,"Kotlin, React, AWS",35,0.01,0.29,0
3826,Health,Python,90,0.84,0.3,1
4189,Education,"Python, Kotlin",61,0.35,0.59,1
2478,Education,Kotlin,30,0.4,0.26,0
4750,Retail,"Java, Python",76,0.78,0.09,1
3506,Retail,"Python, Java, React",78,0.19,0.21,1
3476,Health,"React, SQL",68,0.01,0.91,1
4530,Finance,"SQL, Kotlin, React",76,0.91,0.01,1
1136,Retail,"Kotlin, Java, AWS",88,0.51,0.13,1
4001,Tech,"SQL, Kotlin",40,0.35,0.76,1
375,Finance,"Kotlin, Python, NodeJS",95,0.82,0.98,1
207,Tech,"Python, NodeJS",65,0.03,0.69,1
4876,Education,"Kotlin, Java, NodeJS",37,0.2,0.92,1
1320,Finance,React,64,0.16,0.86,1
1142,Health,"Kotlin, AWS, SQL",1,0.74,0.48,0
4628,Education,"SQL, Java",15,0.31,0.33,0
2691,Education,"Java, NodeJS",13,0.77,0.63,1
3256,Tech,React,29,0.04,0.53,0
90,Education,Java,55,0.61,0.03,1
4109,Retail,"Java, React",45,0.32,0.96,1
3021,Finance,"Java, React, AWS",4,0.19,0.57,0
1858,Retail,"Java, NodeJS",64,0.82,0.87,1
805,Tech,"SQL, Kotlin",15,0.41,0.73,1
945,Tech,"Kotlin, Java",48,0.57,0.34,1
2790,Finance,SQL,76,0.03,0.9,1
3876,Education,Kotlin,56,0.79,0.79,1
1611,Health,Python,89,0.29,0.43,1
2924,Tech,Python,91,0.69,0.84,1
3883,Finance,"AWS, Python",70,0.76,0.27,1
3222,Health,"React, AWS, SQL",87,0.12,0.67,1
4392,Education,"Java, React",15,0.3,0.11,0
4736,Tech,"Kotlin, NodeJS",39,0.72,0.87,1
2388,Finance,SQL,69,0.23,0.73,1
4724,Finance,"React, AWS, Java",87,0.85,0.15,1
942,Finance,"Python, Java, Kotlin",79,0.31,0.02,1
4926,Tech,"Kotlin, AWS, Java",89,0.4,0.39,1
2567,Health,"AWS, Python, SQL",60,0.1,0.68,1
976,Finance,NodeJS,94,0.15,0.28,1
955,Education,"AWS, React, SQL",44,0.28,0.97,1
1263,Finance,"SQL, React, Java",43,0.05,0.93,1
944,Health,"Kotlin, NodeJS",4,0.19,0.6,0
2203,Tech,"NodeJS, SQL",77,0.41,0.32,1
3328,Finance,"Java, Python",50,0.38,0.9,1
4275,Finance,NodeJS,39,0.2,0.8,1
2260,Education,"AWS, Kotlin, Java",54,0.08,0.09,0
1829,Education,"SQL, Kotlin, React",23,0.32,0.48,0
1258,Finance,"Java, React",60,0.75,0.98,1
465,Finance,SQL,80,0.51,0.45,1
3295,Education,"AWS, Kotlin, Python",35,0.95,0.93,1
1231,Health,"NodeJS, Python",54,0.14,0.98,1
2655,Retail,"Java, SQL, AWS",58,0.21,0.39,1
885,Retail,React,62,0.28,0.96,1
3806,Finance,NodeJS,80,0.01,0.14,1
3857,Education,"Java, SQL, AWS",48,0.94,0.16,1
3136,Tech,React,7,0.45,0.28,0
925,Tech,Python,45,0.48,0.47,1
4590,Retail,SQL,13,0.16,0.18,0
1547,Health,"SQL, Kotlin, Java",53,0.87,0.34,1
1095,Retail,"AWS, SQL",93,0.69,0.1,1
2412,Finance,"Kotlin, React, Java",39,0.43,0.43,1
2618,Health,"Kotlin, NodeJS, Python",84,0.88,0.83,1
763,Tech,"Java, NodeJS",93,0.91,0.6,1
2324,Education,"AWS, NodeJS",18,0.05,0.81,0
4146,Education,"SQL, Kotlin, Java",22,0.12,0.14,0
2776,Finance,AWS,36,0.03,0.4,0
4660,Retail,Java,53,0.58,0.04,1
4879,Finance,"Kotlin, React",100,0.22,0.37,1
3156,Education,"Kotlin, Python, Java",72,0.84,0.61,1
3971,Tech,"Python, React, NodeJS",3,0.47,0.57,0
2041,Education,"NodeJS, Java, React",62,0.84,0.06,1
584,Health,"Python, SQL, NodeJS",29,0.56,0.06,0
4332,Education,NodeJS,73,0.8,0.31,1
2104,Education,"AWS, Kotlin, Python",8,0.37,0.77,0
1943,Health,Kotlin,94,0.95,0.02,1
4456,Retail,NodeJS,76,0.67,0.62,1
110,Education,Java,46,0.6,0.18,1
192,Finance,"AWS, Kotlin, React",92,0.35,0.94,1
904,Education,"Java, NodeJS, SQL",56,0.94,0.43,1
862,Finance,"AWS, Kotlin",49,0.34,0.05,0
1084,Health,Java,43,0.84,0.71,1
650,Education,React,10,0.4,0.48,0
4135,Health,"Python, Java, Kotlin",13,0.77,0.88,1
3612,Health,AWS,57,0.91,0.65,1
637,Retail,"Java, Kotlin, SQL",2,0.47,0.69,0
1037,Education,"Kotlin, Java, NodeJS",65,0.53,0.77,1
4132,Finance,NodeJS,86,0.33,0.42,1
2149,Finance,"React, Python, SQL",97,0.05,0.79,1
3866,Education,"React, Python",80,0.65,0.05,1
3158,Retail,Java,42,0.12,0.77,1
3588,Retail,"SQL, Python",58,0.35,0.64,1
3295,Retail,"AWS, Python, SQL",93,0.35,0.57,1
4262,Finance,"React, Java",10,0.15,0.32,0
2431,Health,NodeJS,63,0.67,0.11,1
1880,Retail,"Python, React",71,0.17,0.65,1
3967,Finance,"Kotlin, NodeJS, Java",61,0.78,0.47,1
3714,Finance,Python,1,0.25,0.22,0
4127,Health,"NodeJS, Python",26,0.29,0.04,0
4107,Education,"NodeJS, AWS, React",5,0.34,0.54,0
2012,Education,"Kotlin, Java",35,0.15,0.13,0
3374,Retail,"SQL, Kotlin, React",13,0.43,0.93,1
2144,Retail,"Python, NodeJS",27,0.08,0.15,0
2501,Health,"Java, Kotlin",12,0.43,0.03,0
4582,Retail,React,94,0.34,0.26,1
1290,Health,Kotlin,50,0.34,0.17,1
1448,Finance,AWS,96,0.66,0.79,1
3200,Retail,"SQL, React",59,0.77,0.29,1
1944,Finance,"Java, Kotlin",31,0.36,0.25,0
3184,Tech,"React, SQL",69,0.26,0.99,1
3217,Health,Kotlin,37,0.49,0.15,0
3137,Tech,"NodeJS, React, AWS",2,0.79,0.08,0
3319,Retail,"Python, Kotlin, Java",71,0.64,0.31,1
2783,Finance,"NodeJS, Java",65,0.04,0.41,1
991,Retail,"React, Java, Kotlin",3,0.48,0.76,0
4921,Tech,React,20,0.99,0.96,1
2154,Retail,"React, SQL, NodeJS",2,0.35,0.76,0
226,Education,"Kotlin, NodeJS, React",42,0.44,0.73,1
777,Tech,"Python, Java",43,0.29,0.99,1
2838,Retail,"AWS, Python",21,0.5,0.77,1
688,Finance,Python,45,0.16,0.14,0
530,Retail,"Java, NodeJS",96,0.25,0.46,1
3443,Finance,Kotlin,20,0.71,0.5,1
2154,Education,NodeJS,43,0.14,0.3,0
1295,Retail,"Kotlin, AWS",50,0.93,0.16,1
1527,Education,"NodeJS, AWS",95,0.31,0.71,1
4775,Tech,"AWS, Python",43,0.58,0.28,1
2897,Finance,"Java, Kotlin",97,0.32,0.62,1
3104,Tech,"AWS, Python",24,0.48,0.32,0
2441,Finance,"NodeJS, Kotlin, Python",82,0.9,0.51,1
4136,Education,"Java, AWS",84,0.07,0.34,1
3803,Health,"SQL, Kotlin, NodeJS",60,0.86,0.41,1
845,Retail,"React, Java",32,0.56,0.73,1
447,Education,"AWS, React",5,0.67,0.88,1
3916,Finance,AWS,2,0.06,0.51,0
3110,Finance,"Kotlin, Python, React",26,0.76,0.61,1
1235,Finance,"React, NodeJS, SQL",25,0.13,0.86,1
227,Finance,"AWS, Python",50,0.96,0.14,1
4144,Retail,"SQL, AWS, React",86,0.8,0.16,1
2960,Tech,AWS,39,0.49,0.36,1
1831,Health,"React, Kotlin",86,0.92,0.31,1
3780,Retail,"React, Python",75,0.17,0.99,1
187,Finance,"NodeJS, Python, Kotlin",11,0.99,0.56,1
2878,Retail,SQL,63,0.72,0.52,1
2536,Education,"NodeJS, Java",68,0.1,0.58,1
1933,Finance,"Kotlin, Python, SQL",97,0.54,0.88,1
2925,Health,"AWS, SQL",18,0.71,0.24,0
849,Finance,NodeJS,95,0.61,0.51,1
2033,Health,"AWS, SQL, NodeJS",28,0.42,0.27,0
1253,Health,"AWS, SQL",42,0.25,0.78,1
1882,Tech,"AWS, Java, React",60,0.24,0.78,1
270,Tech,"Kotlin, Java, Python",22,0.93,0.96,1
1631,Retail,React,40,0.23,0.45,1
4406,Retail,"Java, Kotlin",62,0.96,0.16,1
3204,Health,"SQL, NodeJS",3,0.21,0.9,0
1575,Finance,"NodeJS, Python, React",71,0.38,0.89,1
2893,Education,AWS,63,0.01,0.23,1
1696,Education,"React, Java",20,0.9,0.28,1
3259,Finance,React,71,0.1,0.31,1
3263,Finance,"React, Python, NodeJS",71,0.36,0.45,1
1446,Tech,Python,93,0.84,0.83,1
220,Education,"React, AWS, Java",26,0.79,0.14,1
53,Health,"Kotlin, React, NodeJS",41,0.84,0.7,1
1758,Retail,"NodeJS, AWS, React",3,0.91,0.35,0
1667,Tech,"AWS, NodeJS, SQL",43,0.91,0.2,1
2786,Education,SQL,17,0.77,0.34,1
720,Finance,"SQL, Java",84,0.58,0.53,1
406,Education,NodeJS,98,0.56,0.92,1
2295,Health,"NodeJS, Java",53,0.01,0.63,1
72,Tech,"AWS, SQL, NodeJS",52,0.72,0.61,1
2054,Finance,SQL,33,0.23,0.11,0
1230,Health,"Kotlin, Java, AWS",80,0.83,0.08,1
1568,Retail,"React, AWS, SQL",60,0.55,0.13,1
3683,Tech,"Java, Python",87,0.99,0.1,1
2954,Health,"AWS, SQL, Python",68,0.21,0.58,1
4483,Health,"NodeJS, React",56,0.72,0.45,1
699,Finance,Kotlin,64,0.55,0.0,1
827,Retail,"Kotlin, AWS",97,0.93,0.35,1
349,Health,"Kotlin, NodeJS",8,0.27,0.13,0
3909,Tech,"Java, Kotlin, Python",69,0.06,0.99,1
308,Health,"Java, NodeJS",33,0.54,0.46,1
3417,Education,"Python, SQL, AWS",25,0.52,0.43,1
2335,Tech,React,71,0.31,0.64,1
4862,Tech,"SQL, React",7,0.99,0.36,1
4821,Health,"React, NodeJS, SQL",59,0.07,0.72,1
2810,Finance,Java,33,0.57,0.9,1
3559,Tech,AWS,41,0.26,0.5,1
4479,Education,"Java, AWS, SQL",33,0.0,0.38,0
3478,Finance,"Python, Java",29,0.99,0.52,1
4621,Finance,"AWS, Java",39,0.48,0.6,1
2687,Finance,"Python, Java",57,0.86,0.85,1
2986,Tech,"Java, React, SQL",96,0.84,0.39,1
276,Finance,"Java, React",93,0.81,0.05,1
2548,Health,"Java, Python, SQL",64,0.46,0.63,1
2765,Finance,NodeJS,86,0.9,0.99,1
337,Education,Kotlin,66,0.37,0.85,1
1974,Retail,Python,9,0.41,0.76,0
2980,Education,"Kotlin, React, SQL",29,0.26,0.18,0
4577,Tech,Python,97,0.45,0.75,1
3969,Finance,"SQL, React",74,0.99,0.08,1
911,Finance,"AWS, React, Kotlin",28,0.57,0.49,1
1997,Health,"NodeJS, React, SQL",53,0.83,0.37,1
3130,Finance,"Kotlin, React",46,0.26,0.91,1
4205,Education,AWS,39,0.96,0.16,1
3758,Tech,Kotlin,76,0.01,0.79,1
328,Retail,"AWS, Java, Python",58,0.93,0.05,1
1800,Finance,NodeJS,86,0.9,0.7,1
315,Retail,"Kotlin, NodeJS",54,0.07,0.29,1
3546,Finance,Java,6,0.6,0.98,1
1135,Tech,"AWS, Kotlin, Java",45,0.79,0.67,1
2747,Education,Kotlin,40,0.4,0.31,1
4877,Tech,"React, Kotlin, Python",23,0.09,0.24,0
1521,Retail,"React, Java, NodeJS",98,0.83,0.64,1
156,Finance,"AWS, SQL, NodeJS",42,0.47,0.27,1
1725,Retail,"React, AWS",38,0.26,0.19,0
3344,Education,"Python, AWS, NodeJS",16,0.07,0.65,0
887,Tech,"Kotlin, SQL, NodeJS",74,0.64,0.72,1
3074,Retail,"SQL, NodeJS, AWS",47,0.04,0.24,0
2806,Retail,"Kotlin, AWS, React",21,0.79,0.54,1
722,Education,"Java, NodeJS, SQL",74,0.77,0.66,1
913,Finance,Kotlin,75,0.32,0.94,1
3358,Retail,"Python, AWS, Kotlin",21,0.47,0.8,1
871,Education,"Python, AWS",25,0.67,0.42,1
4109,Finance,"Java, Kotlin, SQL",61,0.96,0.84,1
498,Finance,AWS,98,0.52,0.44,1
1757,Tech,SQL,54,1.0,0.13,1
1118,Education,"AWS, NodeJS, React",95,0.33,0.34,1
3410,Finance,SQL,91,0.53,0.8,1
2829,Tech,SQL,89,0.12,0.96,1
1648,Health,"Kotlin, SQL, React",60,0.56,0.98,1
2984,Education,NodeJS,42,0.54,0.64,1
143,Health,AWS,61,0.85,0.48,1
2762,Finance,"SQL, Python, React",32,1.0,0.16,1
3436,Education,"NodeJS, Kotlin, React",53,0.99,0.1,1
4661,Tech,"Kotlin, AWS",44,0.24,0.52,1
2432,Finance,"Java, React",11,0.34,0.73,0
4513,Education,Kotlin,47,0.27,0.32,1
1849,Education,Kotlin,90,0.2,0.67,1
2697,Health,"Python, Java",60,0.15,0.57,1
1718,Finance,"AWS, React, NodeJS",36,0.51,0.94,1
3073,Tech,"Python, AWS, Kotlin",60,0.87,0.21,1
1068,Tech,Python,33,0.59,0.59,1
2787,Finance,AWS,97,0.87,0.41,1
3792,Finance,"Python, NodeJS, React",42,0.96,0.26,1
1289,Retail,React,100,0.38,0.36,1
3872,Health,React,13,0.84,0.29,0
1807,Finance,Java,14,0.05,0.53,0
1505,Finance,"Python, React",58,0.48,0.56,1
3309,Retail,"Java, Python, AWS",40,0.37,0.87,1
2952,Retail,"AWS, React",65,0.2,0.78,1
72,Education,"Java, NodeJS",5,0.44,0.3,0
1691,Tech,"NodeJS, Kotlin",30,0.44,0.93,1
1345,Health,"React, Python, Kotlin",82,0.81,0.87,1
3304,Education,"Kotlin, Java",45,0.87,0.63,1
3114,Finance,React,58,0.66,0.02,1
883,Retail,Java,39,0.63,0.21,1
4235,Tech,"Java, React, NodeJS",12,0.11,0.79,0
2663,Education,"AWS, Kotlin",34,0.58,0.45,1
1505,Tech,"SQL, NodeJS",14,0.27,0.13,0
2464,Retail,Python,38,0.29,0.41,1
2554,Education,"NodeJS, Python",16,0.09,0.21,0
733,Education,"AWS, Python, NodeJS",61,0.64,0.89,1
1749,Tech,React,59,0.58,0.89,1
3925,Retail,Java,75,0.22,0.39,1
424,Finance,"Kotlin, React",97,0.26,0.14,1
3479,Education,"NodeJS, SQL",79,0.77,0.36,1
1592,Finance,"Java, NodeJS, AWS",74,0.79,0.13,1
4486,Retail,"AWS, Kotlin, Java",67,0.49,0.3,1
4438,Education,"Python, React, Java",11,0.15,0.77,0
4710,Education,"React, AWS",11,0.06,0.29,0
493,Finance,"SQL, AWS",16,0.27,0.54,0
192,Health,"Python, React",38,0.73,0.12,1
499,Finance,"Java, Kotlin",30,0.6,0.35,1
4918,Finance,AWS,41,0.72,0.04,1
1257,Health,"Kotlin, Python, NodeJS",1,0.47,0.55,0
1969,Retail,"Kotlin, Java",38,0.75,0.35,1
4323,Retail,"NodeJS, SQL, Kotlin",98,0.48,0.87,1
2187,Education,SQL,60,0.08,0.39,1
817,Tech,"SQL, NodeJS, Kotlin",19,0.08,0.56,0
3221,Tech,SQL,98,0.83,0.98,1
1474,Education,SQL,59,0.63,0.64,1
1087,Tech,"AWS, SQL, Java",100,0.28,0.5,1
4200,Finance,"NodeJS, Python",68,0.76,0.1,1
1875,Finance,"Python, React",10,0.14,0.82,0
871,Health,Java,17,0.65,0.64,1
4764,Health,"NodeJS, Kotlin",80,0.99,0.11,1
2043,Education,"SQL, Kotlin",85,0.15,0.25,1
273,Education,"NodeJS, SQL",92,0.14,0.54,1
1030,Education,"Java, React",72,0.47,0.05,1
3219,Finance,"Python, React",29,0.64,0.72,1
4070,Tech,SQL,6,0.03,0.23,0
1052,Education,"React, Java",94,0.5,0.49,1
4034,Education,"Kotlin, NodeJS",66,0.08,0.24,1
1574,Finance,"React, Kotlin, SQL",63,0.24,0.49,1
3191,Finance,Python,31,0.71,0.19,1
4389,Finance,"NodeJS, Java",25,0.74,0.59,1
3798,Tech,"React, NodeJS, AWS",87,0.73,0.91,1
3290,Education,"AWS, Kotlin, Java",21,0.07,0.81,0
3748,Retail,"Python, Kotlin, Java",16,0.79,0.24,0
2106,Retail,"AWS, Python, Kotlin",4,0.43,0.5,0
308,Education,"NodeJS, Java",46,0.48,0.42,1
3360,Education,"AWS, NodeJS",8,0.42,0.97,1
3177,Education,NodeJS,6,0.86,0.8,1
1252,Education,"Kotlin, Python, NodeJS",53,0.68,0.11,1
2748,Tech,Kotlin,64,0.5,0.17,1
1518,Retail,"Python, Java, AWS",91,0.83,0.7,1
1379,Health,"Kotlin, Python, React",51,0.81,0.16,1
4892,Retail,"Kotlin, NodeJS, SQL",100,0.01,0.95,1
4993,Retail,"AWS, NodeJS, Python",100,0.48,0.99,1
1962,Finance,"Java, Kotlin",63,0.04,0.78,1
4306,Education,Java,88,0.31,0.03,1
2864,Education,"AWS, React",6,0.8,0.48,0
2657,Education,AWS,62,0.94,0.41,1
2495,Finance,"NodeJS, AWS",33,0.24,0.8,1
4568,Tech,"React, Python, SQL",2,0.02,0.29,0
4006,Tech,"React, AWS",41,0.4,0.39,1
3564,Health,"AWS, SQL",16,0.34,0.09,0
923,Tech,"NodeJS, Python, Java",59,0.68,0.34,1
4233,Tech,"Kotlin, AWS",9,0.5,0.97,1
4463,Education,"AWS, SQL, NodeJS",69,0.4,0.94,1
2960,Retail,"Python, NodeJS",10,0.23,0.75,0
184,Tech,"React, NodeJS",94,0.83,0.91,1
3359,Tech,"NodeJS, SQL",7,0.25,0.21,0
1399,Finance,"NodeJS, Kotlin",93,0.05,0.62,1
2797,Health,"Java, SQL",66,0.56,0.5,1
537,Finance,"Kotlin, Java, AWS",20,0.32,0.42,0
1274,Education,"Kotlin, React, AWS",63,0.71,0.32,1
2968,Retail,"React, NodeJS, Kotlin",4,0.08,0.87,0
3050,Health,"SQL, React, NodeJS",28,0.97,0.48,1
1097,Finance,"Java, SQL",72,0.19,0.72,1
1306,Tech,SQL,35,0.36,0.71,1
916,Tech,"NodeJS, React",2,0.48,0.14,0
3082,Health,React,41,0.89,0.05,1
4248,Tech,"NodeJS, Kotlin",28,0.72,0.84,1
1029,Finance,"React, Kotlin",75,0.14,0.49,1
1978,Finance,"Java, React",100,0.44,0.81,1
3355,Tech,"SQL, Kotlin, Python",73,0.54,0.3,1
2512,Tech,SQL,1,0.7,0.86,1
271,Education,AWS,27,0.57,0.83,1
1187,Retail,"AWS, NodeJS",67,0.46,0.38,1
4556,Health,"NodeJS, React",39,0.77,0.41,1
4201,Finance,React,73,0.38,0.35,1
3765,Health,"AWS, Java, Python",40,0.99,0.03,1
2399,Education,"Python, React, SQL",28,0.95,0.69,1
4530,Finance,Java,85,0.71,0.27,1
4236,Education,SQL,92,0.88,0.88,1
4183,Education,"Kotlin, SQL, React",24,0.39,0.9,1
1712,Tech,"Python, SQL, React",82,0.58,0.72,1
2231,Health,Java,51,0.27,0.18,1
129,Health,"AWS, NodeJS, Python",56,0.89,0.09,1
1270,Tech,"NodeJS, AWS, Java",73,0.47,0.82,1
3673,Health,"React, AWS",26,0.54,0.89,1
1602,Tech,NodeJS,88,0.86,0.35,1
4766,Finance,Kotlin,52,0.8,0.35,1
3971,Education,NodeJS,6,0.32,0.39,0
4245,Education,"Kotlin, React",59,0.09,0.83,1
4948,Health,"AWS, Java, SQL",12,0.16,0.71,0
628,Retail,NodeJS,63,0.34,0.12,1
3798,Education,Python,36,0.31,0.63,1
2045,Tech,"Kotlin, NodeJS",9,0.04,0.01,0
3553,Retail,"Kotlin, Python, AWS",74,0.43,0.71,1
4980,Retail,"React, Kotlin, Python",67,0.11,0.76,1
2342,Education,"SQL, AWS, Python",29,0.22,0.81,1
3215,Education,"Kotlin, Python",71,0.79,0.63,1
250,Education,"AWS, Java",90,0.49,0.18,1
2926,Tech,SQL,8,0.37,0.79,0
975,Retail,"AWS, Python",43,0.19,0.9,1
1326,Health,"Python, Java, Kotlin",77,0.87,0.63,1
984,Tech,SQL,35,0.9,0.28,1
889,Finance,Java,83,0.52,0.18,1
2938,Education,"Kotlin, AWS, Python",22,0.92,0.23,1
2118,Retail,"Python, NodeJS, React",80,0.46,0.02,1
2673,Tech,NodeJS,79,0.11,0.01,1
4971,Finance,"SQL, Kotlin",66,0.02,0.3,1
1327,Tech,"Java, Python",21,0.13,0.92,1
471,Tech,Kotlin,94,0.62,0.62,1
1988,Health,"Kotlin, React",71,0.32,0.39,1
91,Health,SQL,95,0.65,0.01,1
530,Tech,"React, NodeJS, Python",41,0.51,0.99,1
4757,Finance,"React, Python",41,0.33,0.46,1
4060,Retail,"Kotlin, Python",49,0.22,0.99,1
4835,Retail,NodeJS,99,0.08,0.72,1
2774,Education,"Python, React",4,0.78,0.05,0
4968,Education,"SQL, Java",98,0.82,0.86,1
1687,Retail,"AWS, Kotlin",65,0.54,0.53,1
192,Tech,"Java, SQL, AWS",10,0.16,0.45,0
1987,Tech,"React, Java",94,0.26,0.76,1
3624,Health,"Java, React",96,0.96,0.77,1
2186,Health,"Java, Python, AWS",67,0.23,0.8,1
4441,Education,"SQL, Java",10,0.06,0.76,0
1009,Retail,"Python, AWS",73,0.55,0.64,1
3784,Tech,Python,17,0.26,0.68,0
4299,Retail,"Kotlin, React, Python",67,0.96,0.86,1
4669,Finance,"React, SQL, Java",91,0.57,0.69,1
4288,Retail,"SQL, React, NodeJS",53,0.97,0.1,1
2053,Finance,NodeJS,35,0.79,0.65,1
3309,Health,"Python, SQL, NodeJS",4,0.72,0.17,0
1717,Health,React,68,0.83,0.01,1
311,Education,"Python, React, AWS",96,0.6,0.21,1
4539,Retail,"AWS, React, Java",11,0.01,0.15,0
1261,Retail,"Kotlin, SQL, Python",44,0.39,0.1,0
4966,Finance,"AWS, Kotlin, NodeJS",60,0.22,0.21,1
3933,Health,"Python, SQL, AWS",70,0.43,0.56,1
3269,Finance,"Kotlin, AWS",62,0.47,0.15,1
585,Health,React,99,0.13,0.28,1
2800,Finance,"Kotlin, Java",32,0.02,0.85,1
360,Health,"Python, Kotlin",46,0.14,0.89,1
2867,Finance,"React, Python, AWS",23,0.86,0.33,1
2012,Health,"SQL, NodeJS",37,0.76,0.9,1
4940,Finance,React,90,0.8,0.59,1
4007,Retail,"Kotlin, Java, Python",98,0.28,0.23,1
1626,Education,"AWS, Java",75,0.24,0.75,1
2765,Finance,"Kotlin, Java",58,0.04,0.92,1
891,Education,"SQL, React",85,0.47,0.66,1
732,Retail,Kotlin,43,0.38,0.2,1
3962,Retail,NodeJS,88,0.84,0.09,1
4702,Health,Java,15,0.68,0.23,0
2505,Education,"React, Kotlin",67,0.14,0.34,1
615,Tech,"Java, Kotlin",2,0.99,0.33,0
3807,Health,"AWS, Java",71,0.77,0.5,1
1720,Education,Kotlin,5,0.72,0.51,0
4770,Finance,Python,53,0.22,0.47,1
1588,Finance,"SQL, Kotlin",45,0.91,0.34,1
1612,Retail,"NodeJS, Java",93,0.47,0.11,1
897,Tech,"React, Python",41,0.3,0.42,1
278,Finance,"Python, React, Kotlin",63,0.65,0.99,1
4648,Education,AWS,96,0.21,0.65,1
1637,Education,"NodeJS, AWS, SQL",94,0.91,0.44,1
2159,Finance,"React, Kotlin",72,0.85,0.08,1
2433,Education,"SQL, NodeJS",32,0.46,0.21,0
3905,Education,"NodeJS, Java",2,0.19,0.57,0
4857,Retail,"NodeJS, Java, AWS",10,0.5,0.5,0
3263,Tech,"Kotlin, Python, AWS",43,0.15,0.02,0
1450,Retail,"Kotlin, AWS, Java",43,0.27,0.09,0
4501,Tech,Python,67,0.48,0.36,1
1233,Education,"Python, React",23,0.02,0.14,0
4118,Tech,Kotlin,98,0.77,0.96,1
678,Education,"SQL, Java, Python",82,0.2,0.03,1
2659,Education,React,97,0.87,0.97,1
2029,Retail,Java,97,0.02,0.66,1
3759,Retail,"Java, Python, AWS",60,0.53,0.41,1
4625,Health,"Kotlin, Java",81,0.78,0.54,1
2038,Finance,"Python, NodeJS, Kotlin",6,0.24,0.41,0
2650,Health,"Kotlin, Java",13,0.71,0.57,1
657,Health,Java,21,0.72,0.15,0
166,Tech,SQL,95,0.64,0.12,1
4945,Education,"AWS, NodeJS, SQL",58,0.36,0.53,1
4592,Education,Python,85,0.79,0.07,1
590,Education,"NodeJS, Python, AWS",97,0.63,0.29,1
4525,Finance,"SQL, Python",28,0.59,0.93,1
2822,Tech,"Python, Java",70,0.82,0.88,1
4259,Tech,"Java, NodeJS",8,0.24,0.83,0
1263,Education,"Java, Kotlin",77,0.23,0.51,1
72,Health,"Kotlin, Java, NodeJS",98,0.39,0.03,1
3517,Finance,"Java, SQL",58,0.07,0.12,0
4751,Health,"SQL, AWS",40,0.34,0.92,1
3581,Retail,NodeJS,86,0.41,0.84,1
269,Tech,"Python, Java",1,0.5,0.38,0
1777,Tech,"Java, SQL",77,0.25,0.73,1
2463,Health,Kotlin,65,0.91,0.85,1
1269,Finance,AWS,10,0.29,0.62,0
1016,Tech,"Python, React, Kotlin",60,0.85,0.85,1
2723,Health,"Kotlin, Python",69,0.44,0.24,1
1084,Finance,Kotlin,20,0.72,0.46,1
4102,Health,"SQL, Java, AWS",62,0.11,0.58,1
407,Finance,"Python, AWS, React",13,0.54,0.63,1
3077,Education,"Python, AWS, SQL",58,0.96,0.99,1
986,Finance,AWS,37,0.67,0.85,1
3604,Retail,Java,10,0.82,0.06,0
4486,Education,AWS,3,0.26,0.17,0
710,Health,React,34,0.8,0.66,1
2619,Education,"SQL, Kotlin",34,0.35,0.24,0
4850,Education,"Kotlin, Java, React",30,0.49,0.16,0
1412,Health,"SQL, Python",37,0.19,0.67,1
4622,Health,"Python, NodeJS, React",68,0.49,0.54,1
1486,Retail,Java,34,0.52,0.81,1
2951,Health,"React, Python, Kotlin",32,0.62,0.32,1
4652,Tech,"AWS, Python, Kotlin",85,0.87,0.33,1
2935,Tech,"React, Java, NodeJS",58,0.3,0.15,1
4115,Retail,Kotlin,24,0.98,0.65,1
4671,Finance,SQL,9,0.85,0.71,1
1004,Finance,"AWS, React",41,0.4,0.14,0
2467,Tech,"SQL, Kotlin, AWS",24,0.23,0.25,0
2467,Health,Java,25,0.07,0.15,0
1939,Retail,"React, Java",36,0.23,0.75,1
1940,Finance,"SQL, NodeJS, AWS",8,0.88,0.21,0
1636,Finance,Java,93,0.29,0.15,1
1699,Education,"React, AWS",89,0.14,0.07,1
4528,Tech,NodeJS,59,0.02,0.83,1
2092,Health,"NodeJS, React",35,0.3,0.12,0
1896,Retail,Java,38,0.22,0.03,0
4241,Finance,Kotlin,92,0.1,0.06,1
3399,Education,"Java, Kotlin, NodeJS",83,0.95,0.37,1
1074,Tech,"NodeJS, Kotlin, SQL",32,0.27,0.6,1
2403,Tech,React,51,0.01,0.4,1
4896,Retail,"AWS, NodeJS, Python",28,0.94,0.46,1
